0.098278637,0.013794819,0.009387751,0.003505815,0.006375057,0.009790696,0.004841903,0.009609321,0.010460306,0.003971223
0.013794819,0.054458618,0.017015274,0.012794066,0.008165892,0.011619563,0.017361054,0.016084431,0.010915282,0.016044115
0.009387751,0.017015274,0.079415073,0.010853716,0.008512879,0.018252589,0.010914054,0.017956908,0.011533869,0.01103665
0.003505815,0.012794066,0.010853716,0.07164517,0.003741297,0.008811115,0.009876489,0.009374326,0.00786011,0.005135795
0.006375057,0.008165892,0.008512879,0.003741297,0.048231866,0.009472164,0.008947263,0.01224345,0.009429725,0.007730069
0.009790696,0.011619563,0.018252589,0.008811115,0.009472164,0.058432398,0.010937753,0.007757173,0.007711988,0.005596129
0.004841903,0.017361054,0.010914054,0.009876489,0.008947263,0.010937753,0.059617242,0.011991852,0.009939602,0.016112081
0.009609321,0.016084431,0.017956908,0.009374326,0.01224345,0.007757173,0.011991852,0.064486591,0.004589688,0.007902184
0.010460306,0.010915282,0.011533869,0.00786011,0.009429725,0.007711988,0.009939602,0.004589688,0.056987033,0.012440898
0.003971223,0.016044115,0.01103665,0.005135795,0.007730069,0.005596129,0.016112081,0.007902184,0.012440898,0.051851092
